ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000387,2026-03-29 10:01:58,2026-03-29 18:01:58,web_form,AGT-020,billing,high,resolved,Discount code not applied to my bill,My account shows two identical charges of $339.52 on the same date. I need a refund for the duplicate.,Confirmed duplicate charge. Refund of $156.14 initiated and will reflect in 3–5 business days.,19,Desktop Client,IBM,Arabic,UK,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: My account shows two identical charges of $339.52 on the same date. I need a refund for the duplicate.
Support: Confirmed duplicate charge. Refund of $156.14 initiated and will reflect in 3–5 business days."
TK-000104,2026-05-13 20:47:06,2026-05-16 14:47:06,phone_callback,AGT-018,account,medium,resolved,Team member invite not received,I need to change my account email from zsalazar@example.com to a new address. Please advise the process.,Unlocked account after identity verification. Advised customer to use password manager.,17,Web Platform,Intel,Arabic,USA,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I need to change my account email from zsalazar@example.com to a new address. Please advise the process.
Support: Unlocked account after identity verification. Advised customer to use password manager."
TK-000905,2026-05-30 17:14:22,2026-06-01 15:14:22,phone_callback,AGT-003,technical,high,resolved,File upload fails for files over 79MB,I get a 500 Internal Server Error when trying to log in. This started 28 days ago. Browser: Edge 122.,Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable.,20,Desktop Client,Google,English,UK,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: I get a 500 Internal Server Error when trying to log in. This started 28 days ago. Browser: Edge 122.
Support: Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable."
TK-000701,2026-02-26 02:58:22,2026-02-27 14:58:22,chat,AGT-006,shipping,high,resolved,Order shipped to wrong address,I received a completely wrong item. I ordered Versatile motivating leverage but received something else entirely. Order #11667.,Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day.,18,Mobile App,Microsoft,English,Saudi Arabia,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: I received a completely wrong item. I ordered Versatile motivating leverage but received something else entirely. Order #11667.
Support: Investigated with carrier. Package was delayed at regional hub. Expedited delivery – arrived next day."
TK-000211,2026-05-24 09:32:41,,chat,AGT-006,technical,high,in_progress,Dashboard loading very slowly,I get a 500 Internal Server Error when trying to log in. This started 4 days ago. Browser: Chrome 124.,,20,Web Platform,Microsoft,English,Germany,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: I get a 500 Internal Server Error when trying to log in. This started 4 days ago. Browser: Chrome 124.
Support: Issue is under investigation."
TK-000430,2026-05-02 12:48:05,2026-05-04 13:48:05,social_media,AGT-007,product,medium,closed,Feature request: dark mode,I can access custom reports on the web but it doesn't seem to exist in the mobile app. Any plans to add it?,Shared tutorial video and written guide. Customer confirmed issue resolved.,23,CRM System,Oracle,English,Egypt,Major,product,Missing documentation,Provide product documentation and user guide.,4.0,"Customer: I can access custom reports on the web but it doesn't seem to exist in the mobile app. Any plans to add it?
Support: Shared tutorial video and written guide. Customer confirmed issue resolved."
TK-000352,2026-02-17 14:11:14,2026-02-18 16:11:14,email,AGT-014,account,high,resolved,Cannot reset my password,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,Sent email change verification link. Customer confirmed update completed.,16,Web Platform,Amazon,English,Saudi Arabia,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",4.0,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Sent email change verification link. Customer confirmed update completed."
TK-000881,2026-06-16 19:22:28,2026-06-18 12:22:28,chat,AGT-019,technical,medium,closed,Dashboard loading very slowly,Uploads above 87MB fail with a timeout error. We regularly upload large datasets.,Increased upload size limit for account plan. Customer confirmed large files uploading correctly.,13,Desktop Client,IBM,Arabic,Saudi Arabia,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Uploads above 87MB fail with a timeout error. We regularly upload large datasets.
Support: Increased upload size limit for account plan. Customer confirmed large files uploading correctly."
TK-000452,2026-03-26 07:27:20,2026-03-28 19:27:20,web_form,AGT-020,product,medium,resolved,Compatibility question about Slack,Do you have a video tutorial or step-by-step guide for setting up API webhooks?,Docs team notified. Updated documentation sent directly to customer.,14,Web Platform,Amazon,English,Egypt,Major,product,Missing documentation,Provide product documentation and user guide.,5.0,"Customer: Do you have a video tutorial or step-by-step guide for setting up API webhooks?
Support: Docs team notified. Updated documentation sent directly to customer."
TK-000782,2026-06-27 10:05:29,,web_form,AGT-009,account,medium,open,Profile photo not updating,My account walkerdarren@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.,,16,CRM System,Microsoft,Arabic,UK,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: My account walkerdarren@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.
Support: Issue is under investigation."
TK-000385,2026-05-01 18:07:16,2026-05-04 14:07:16,social_media,AGT-002,account,medium,resolved,Profile photo not updating,I sent a team invite to williamclark@example.org 14 days ago but they say they never received it.,Accounts merged successfully. Data audit performed. Customer notified.,17,Desktop Client,Google,English,Egypt,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I sent a team invite to williamclark@example.org 14 days ago but they say they never received it.
Support: Accounts merged successfully. Data audit performed. Customer notified."
TK-000753,2026-03-04 09:30:34,,chat,AGT-001,account,high,in_progress,Team member invite not received,I have two accounts (megangreen@example.org and another) that I want to merge. Please guide me.,,15,Payment API,Cisco,Arabic,Saudi Arabia,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I have two accounts (megangreen@example.org and another) that I want to merge. Please guide me.
Support: Issue is under investigation."
TK-000418,2026-04-25 17:57:47,,phone_callback,AGT-008,account,high,in_progress,Cannot reset my password,I have two accounts (turnerarthur@example.net and another) that I want to merge. Please guide me.,,15,CRM System,Cisco,Arabic,Saudi Arabia,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I have two accounts (turnerarthur@example.net and another) that I want to merge. Please guide me.
Support: Issue is under investigation."
TK-000287,2026-05-30 17:24:30,2026-06-01 11:24:30,email,AGT-015,product,medium,closed,Looking for a tutorial on dark mode,We want to integrate with Slack. Can you confirm compatibility with your API v4.0.17?,Shared tutorial video and written guide. Customer confirmed issue resolved.,14,Mobile App,Google,Arabic,UK,Major,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: We want to integrate with Slack. Can you confirm compatibility with your API v4.0.17?
Support: Shared tutorial video and written guide. Customer confirmed issue resolved."
TK-000938,2026-02-12 14:41:39,,social_media,AGT-010,general,low,escalated,What are your business hours?,I just created an account. Where should I start? Is there an onboarding guide?,,14,Desktop Client,Amazon,Arabic,Saudi Arabia,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: I just created an account. Where should I start? Is there an onboarding guide?
Support: Issue is under investigation."
TK-000248,2026-06-26 17:09:43,2026-06-28 05:09:43,phone_callback,AGT-008,technical,medium,resolved,Dashboard loading very slowly,The dashboard takes over 44 seconds to load. This is affecting our team's productivity.,Found misconfiguration in rate-limit tier for this account. Corrected and documented.,14,CRM System,Dell,English,Saudi Arabia,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: The dashboard takes over 44 seconds to load. This is affecting our team's productivity.
Support: Found misconfiguration in rate-limit tier for this account. Corrected and documented."
TK-000345,2026-05-31 07:53:17,,chat,AGT-016,technical,medium,escalated,Two-factor authentication not sending OTP,The app crashes every time I open it since the update on 2026-05-26. I am on Windows 11 version 4.3.20. Error log: ERR-zlaE-5094.,,23,Payment API,Cisco,English,UAE,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The app crashes every time I open it since the update on 2026-05-26. I am on Windows 11 version 4.3.20. Error log: ERR-zlaE-5094.
Support: Issue is under investigation."
